7.4252E-1  -2.8879E-3
7.5520E-1  2.0628E-3
7.6803E-1  2.0385E-3
7.8108E-1  2.0143E-3
7.9442E-1  6.9650E-3
8.0798E-1  1.1916E-2
8.2171E-1  1.1891E-2
8.3574E-1  1.6842E-2
8.5008E-1  2.6768E-2
8.6474E-1  4.1669E-2
8.7950E-1  4.6619E-2
8.9452E-1  5.1570E-2
9.0987E-1  6.1496E-2
9.2548E-1  7.1422E-2
9.4136E-1  8.1347E-2
9.5759E-1  9.6248E-2
9.7410E-1  1.1115E-1
9.9089E-1  1.2605E-1
1.0080E+0  1.4095E-1
1.0254E+0  1.6083E-1
1.0432E+0  1.8070E-1
1.0613E+0  2.0058E-1
1.0797E+0  2.2045E-1
1.0983E+0  2.3535E-1
1.1172E+0  2.5025E-1
1.1366E+0  2.7013E-1
1.1563E+0  2.9001E-1
1.1763E+0  3.0988E-1
1.1967E+0  3.2976E-1
1.2174E+0  3.4963E-1
1.2385E+0  3.6951E-1
1.2600E+0  3.8939E-1
1.2818E+0  4.0926E-1
1.3039E+0  4.2416E-1
1.3264E+0  4.3906E-1
1.3493E+0  4.5894E-1
1.3727E+0  4.7881E-1
1.3965E+0  4.9869E-1
1.4207E+0  5.1857E-1
1.4452E+0  5.3347E-1
1.4702E+0  5.5334E-1
1.4956E+0  5.6824E-1
1.5214E+0  5.8314E-1
1.5472E+0  5.8312E-1
1.5735E+0  5.8309E-1
1.6004E+0  5.8805E-1
1.6278E+0  5.9797E-1
1.6558E+0  6.0790E-1
1.6843E+0  6.2280E-1
1.7132E+0  6.3272E-1
1.7427E+0  6.4762E-1
1.7728E+0  6.6253E-1
1.8033E+0  6.7743E-1
1.8344E+0  6.9233E-1
1.8659E+0  7.0225E-1
1.8979E+0  7.1218E-1
1.9305E+0  7.2210E-1
1.9638E+0  7.3700E-1
1.9975E+0  7.4693E-1
2.0317E+0  7.5686E-1
2.0666E+0  7.6678E-1
2.1021E+0  7.7671E-1
2.1381E+0  7.8663E-1
2.1746E+0  7.9158E-1
2.2119E+0  8.0151E-1
2.2499E+0  8.1144E-1
2.2883E+0  8.1639E-1
2.3276E+0  8.2631E-1
2.3673E+0  8.3126E-1
2.4077E+0  8.3621E-1
2.4488E+0  8.4116E-1
2.4909E+0  8.5109E-1
2.5332E+0  8.5107E-1
2.5764E+0  8.5602E-1
2.6204E+0  8.6097E-1
2.6652E+0  8.6592E-1
2.7105E+0  8.6589E-1
2.7565E+0  8.6587E-1
2.8036E+0  8.7082E-1
2.8512E+0  8.7080E-1
2.8996E+0  8.7077E-1
2.9489E+0  8.7075E-1
2.9988E+0  8.6575E-1
3.0497E+0  8.6572E-1
3.1015E+0  8.6570E-1
3.1540E+0  8.6070E-1
3.2073E+0  8.5570E-1
3.2615E+0  8.5070E-1
3.3167E+0  8.4570E-1
3.3727E+0  8.4070E-1
3.4298E+0  8.3570E-1
3.4875E+0  8.2573E-1
3.5464E+0  8.2073E-1
3.6061E+0  8.1076E-1
3.6668E+0  8.0078E-1
3.7284E+0  7.9081E-1
3.7912E+0  7.8083E-1
3.8549E+0  7.7086E-1
3.9198E+0  7.6088E-1
3.9857E+0  7.5091E-1
4.0528E+0  7.4094E-1
4.1206E+0  7.2599E-1
4.1896E+0  7.1104E-1
4.2598E+0  6.9609E-1
4.3314E+0  6.8611E-1
4.4039E+0  6.7116E-1
4.4776E+0  6.5622E-1
4.5530E+0  6.4624E-1
4.6303E+0  6.4622E-1
4.7090E+0  6.4619E-1
4.7902E+0  6.6109E-1
4.7902E+0  6.6109E-1
4.8920E+0  9.1479E-1
4.9747E+0  9.0980E-1
5.0584E+0  8.9982E-1
5.1448E+0  9.0477E-1
5.2326E+0  9.0972E-1
5.3233E+0  9.2960E-1
5.4138E+0  9.2957E-1
5.5062E+0  9.3452E-1
5.5997E+0  9.3450E-1
5.6949E+0  9.3448E-1
5.7912E+0  9.2948E-1
5.8891E+0  9.2448E-1
5.9881E+0  9.1450E-1
6.0889E+0  9.0453E-1
6.1913E+0  8.9455E-1
6.2960E+0  8.8956E-1
6.4019E+0  8.7958E-1
6.5096E+0  8.6961E-1
6.6191E+0  8.5963E-1
6.7299E+0  8.4468E-1
6.8432E+0  8.3471E-1
6.9577E+0  8.1976E-1
7.0748E+0  8.0979E-1
7.1932E+0  7.9484E-1
7.3142E+0  7.8486E-1
7.4366E+0  7.6991E-1
7.5611E+0  7.5496E-1
7.5611E+0  7.5496E-1
7.6864E+0  7.3006E-1
7.8145E+0  7.1014E-1
7.9453E+0  6.9519E-1
8.0783E+0  6.8024E-1
8.2135E+0  6.6529E-1
8.3510E+0  6.5034E-1
8.4908E+0  6.3539E-1
8.4908E+0  6.3539E-1
8.6308E+0  6.0552E-1
8.7760E+0  5.9554E-1
8.9229E+0  5.8060E-1
9.0723E+0  5.6565E-1
9.2234E+0  5.4572E-1
9.3778E+0  5.3077E-1
9.5348E+0  5.1582E-1
9.6944E+0  5.0087E-1
9.8559E+0  4.8095E-1
1.0021E+1  4.6600E-1
1.0189E+1  4.5105E-1
1.0359E+1  4.3610E-1
1.0533E+1  4.2115E-1
1.0709E+1  4.0620E-1
1.0888E+1  3.9125E-1
1.1070E+1  3.7630E-1
1.1257E+1  3.6633E-1
1.1445E+1  3.5138E-1
1.1638E+1  3.4141E-1
1.1832E+1  3.2646E-1
1.2031E+1  3.1648E-1
1.2234E+1  3.0651E-1
1.2439E+1  2.9156E-1
1.2648E+1  2.8159E-1
1.2860E+1  2.6664E-1
1.3076E+1  2.5666E-1
1.3296E+1  2.4669E-1
1.3520E+1  2.3671E-1
1.3747E+1  2.2674E-1
1.3978E+1  2.1676E-1
1.4214E+1  2.0679E-1
1.4453E+1  1.9682E-1
1.4697E+1  1.9182E-1
1.4944E+1  1.8184E-1
1.5197E+1  1.7684E-1
1.5453E+1  1.6687E-1
1.5714E+1  1.6187E-1
1.5978E+1  1.5190E-1
1.6248E+1  1.4690E-1
1.6523E+1  1.4190E-1
1.6802E+1  1.3690E-1
1.7087E+1  1.3190E-1
1.7375E+1  1.2690E-1
1.7669E+1  1.2190E-1
1.7968E+1  1.1690E-1
1.8272E+1  1.1190E-1
1.8581E+1  1.0690E-1
1.8895E+1  1.0190E-1
1.9214E+1  9.6903E-2
1.9539E+1  9.1904E-2
1.9871E+1  9.1880E-2
2.0205E+1  8.1906E-2
2.0549E+1  8.1881E-2
2.0896E+1  7.6882E-2
2.1249E+1  7.1883E-2
2.1610E+1  7.1858E-2
2.1976E+1  6.6859E-2
2.2347E+1  6.1860E-2
2.2725E+1  5.6861E-2
2.3111E+1  5.6836E-2
2.3502E+1  5.1837E-2
2.3901E+1  5.1813E-2
2.4307E+1  5.1789E-2
2.4718E+1  4.6789E-2
2.5138E+1  4.6765E-2
2.5563E+1  4.1766E-2
2.5998E+1  4.1742E-2
2.6439E+1  4.1717E-2
2.6886E+1  3.6718E-2
2.7343E+1  3.6694E-2
2.7808E+1  3.6669E-2
2.8280E+1  3.6645E-2
2.8758E+1  3.1646E-2
2.9245E+1  2.6647E-2
2.9739E+1  2.1647E-2
3.0242E+1  1.6648E-2
3.0756E+1  1.6624E-2
3.1278E+1  1.6600E-2
3.1810E+1  1.6575E-2
3.2350E+1  1.6551E-2
3.2900E+1  1.6527E-2
3.3461E+1  2.1477E-2
3.4036E+1  3.1403E-2
3.4617E+1  3.6354E-2
3.4617E+1  3.6354E-2
3.4657E+1  1.0600E-1
3.5248E+1  1.1095E-1
3.5844E+1  1.0596E-1
3.6450E+1  1.0096E-1
3.7070E+1  1.0093E-1
3.7696E+1  9.5933E-2
3.8334E+1  9.0933E-2
3.8985E+1  9.0909E-2
3.9644E+1  8.5910E-2
4.0314E+1  8.0911E-2
4.0996E+1  7.5911E-2
4.1692E+1  7.5887E-2
4.2397E+1  7.0888E-2
4.3114E+1  6.5888E-2
4.3843E+1  6.0889E-2
4.4588E+1  6.0865E-2
4.5345E+1  6.0841E-2
4.6112E+1  5.5841E-2
4.6892E+1  5.0842E-2
4.7688E+1  5.0818E-2
4.8499E+1  5.0794E-2
4.9323E+1  5.0769E-2
5.0157E+1  4.5770E-2
5.1009E+1  4.5746E-2
5.1875E+1  4.5722E-2
5.2757E+1  4.5697E-2
5.3649E+1  4.0698E-2
5.4560E+1  4.0674E-2
5.5483E+1  3.5674E-2
5.6425E+1  3.5650E-2
5.7384E+1  3.5626E-2
5.8359E+1  3.5602E-2
5.9346E+1  3.0602E-2
6.0349E+1  2.5603E-2
6.1370E+1  2.0604E-2
6.2417E+1  2.5555E-2
6.3478E+1  2.5530E-2
6.4556E+1  2.5506E-2
6.5648E+1  2.0507E-2
6.6758E+1  1.5507E-2
6.7886E+1  1.0508E-2
6.9040E+1  1.0484E-2
7.0213E+1  1.0460E-2
7.1406E+1  1.0435E-2
7.2619E+1  1.0411E-2
7.3853E+1  1.0387E-2
7.5101E+1  5.3876E-3
7.6377E+1  5.3633E-3
7.7675E+1  5.3390E-3
7.8995E+1  5.3148E-3
8.0344E+1  1.0265E-2
8.1709E+1  1.0241E-2
8.3097E+1  1.0217E-2
8.4509E+1  1.0193E-2
8.5945E+1  1.0168E-2
8.7405E+1  1.0144E-2
8.8890E+1  1.0120E-2
9.0400E+1  1.0096E-2
9.1929E+1  5.0963E-3
9.3491E+1  5.0721E-3
9.5079E+1  5.0478E-3
9.6694E+1  5.0235E-3
9.8345E+1  9.9743E-3
1.0002E+2  9.9500E-3
1.0172E+2  9.9257E-3
1.0172E+2  9.9257E-3
